nodenumber     x-coordinate     y-coordinate      temperature      mach-number         pressure 
        24  1.024615365E-01  0.000000000E+00  2.099435224E+03  5.685092262E-02  2.994333127E+06 
        25  1.059999981E-01  0.000000000E+00  2.099382651E+03  5.943533254E-02  2.993807671E+06 
        26  1.095384597E-01  0.000000000E+00  2.099323148E+03  6.223116437E-02  2.993213043E+06 
        27  1.130769213E-01  0.000000000E+00  2.099255641E+03  6.525821940E-02  2.992538561E+06 
        28  1.166153829E-01  0.000000000E+00  2.099178868E+03  6.853869327E-02  2.991771619E+06 
        29  1.201538445E-01  0.000000000E+00  2.099091327E+03  7.209749628E-02  2.990897295E+06 
        30  1.236923061E-01  0.000000000E+00  2.098991240E+03  7.596260570E-02  2.989897879E+06 
        31  1.272307677E-01  0.000000000E+00  2.098876485E+03  8.016546546E-02  2.988752296E+06 
        32  1.307692293E-01  0.000000000E+00  2.098744529E+03  8.474143331E-02  2.987435400E+06 
        33  1.343076909E-01  0.000000000E+00  2.098592341E+03  8.973027450E-02  2.985917121E+06 
        34  1.378461525E-01  0.000000000E+00  2.098416278E+03  9.517669958E-02  2.984161417E+06 
        35  1.413846141E-01  0.000000000E+00  2.098211962E+03  1.011309461E-01  2.982125009E+06 
        36  1.449230757E-01  0.000000000E+00  2.097974117E+03  1.076493841E-01  2.979755851E+06 
        37  1.484615374E-01  0.000000000E+00  2.097696375E+03  1.147951629E-01  2.976991291E+06 
        38  1.519999990E-01  0.000000000E+00  2.097371046E+03  1.226387571E-01  2.973755888E+06 
        39  1.555384606E-01  0.000000000E+00  2.096988844E+03  1.312585707E-01  2.969958846E+06 
        40  1.590769222E-01  0.000000000E+00  2.096538570E+03  1.407411246E-01  2.965490974E+06 
        41  1.626153838E-01  0.000000000E+00  2.096006701E+03  1.511820472E-01  2.960221342E+06 
        42  1.661538454E-01  0.000000000E+00  2.095377045E+03  1.626844613E-01  2.953993175E+06 
        43  1.696923070E-01  0.000000000E+00  2.094630008E+03  1.753628929E-01  2.946620456E+06 
        44  1.732307686E-01  0.000000000E+00  2.093742737E+03  1.893319539E-01  2.937881590E+06 
        45  1.767692302E-01  0.000000000E+00  2.092686699E+03  2.047322795E-01  2.927520561E+06 
        46  1.803076918E-01  0.000000000E+00  2.091432136E+03  2.216613556E-01  2.915227811E+06 
        47  1.838461534E-01  0.000000000E+00  2.089933294E+03  2.403468243E-01  2.900677902E+06 
        48  1.873846150E-01  0.000000000E+00  2.088166013E+03  2.607084871E-01  2.883421004E+06 
        49  1.909230766E-01  0.000000000E+00  2.086020994E+03  2.834688027E-01  2.863241845E+06 
        50  1.944615382E-01  0.000000000E+00  2.083616647E+03  3.071299777E-01  2.839640742E+06 
        51  1.979999998E-01  0.000000000E+00  2.080613669E+03  3.343924700E-01  2.811472140E+06 
        52  1.996470586E-01  0.000000000E+00  2.079029953E+03  3.480372143E-01  2.796856498E+06 
        53  2.012941173E-01  0.000000000E+00  2.077455221E+03  3.610019668E-01  2.781725107E+06 
        54  2.029411761E-01  0.000000000E+00  2.075685894E+03  3.750528818E-01  2.765219723E+06 
        55  2.045882349E-01  0.000000000E+00  2.073733456E+03  3.900058876E-01  2.746963128E+06 
        56  2.062352937E-01  0.000000000E+00  2.071652288E+03  4.053684270E-01  2.727660007E+06 
        57  2.078823525E-01  0.000000000E+00  2.069429759E+03  4.211866743E-01  2.707235574E+06 
        58  2.095294113E-01  0.000000000E+00  2.067041524E+03  4.375831385E-01  2.685430170E+06 
        59  2.111764700E-01  0.000000000E+00  2.064479836E+03  4.545539587E-01  2.662195323E+06 
        60  2.128235288E-01  0.000000000E+00  2.061740117E+03  4.720739230E-01  2.637538659E+06 
        61  2.144705876E-01  0.000000000E+00  2.058813792E+03  4.901448197E-01  2.611423352E+06 
        62  2.161176464E-01  0.000000000E+00  2.055691250E+03  5.087738928E-01  2.583804281E+06 
        63  2.177647052E-01  0.000000000E+00  2.052365165E+03  5.279541292E-01  2.554656658E+06 
        64  2.194117640E-01  0.000000000E+00  2.048828541E+03  5.476768813E-01  2.523976491E+06 
        65  2.210588228E-01  0.000000000E+00  2.045071683E+03  5.679488356E-01  2.491738757E+06 
        66  2.227058815E-01  0.000000000E+00  2.041086350E+03  5.887687015E-01  2.457924372E+06 
        67  2.243529403E-01  0.000000000E+00  2.036866654E+03  6.101234442E-01  2.422552149E+06 
        68  2.259999991E-01  0.000000000E+00  2.032406691E+03  6.320018782E-01  2.385642037E+06 
        69  2.276470579E-01  0.000000000E+00  2.027700624E+03  6.543941618E-01  2.347222172E+06 
        70  2.292941167E-01  0.000000000E+00  2.022744201E+03  6.772849413E-01  2.307330487E+06 
        71  2.309411755E-01  0.000000000E+00  2.017533214E+03  7.006607889E-01  2.266025133E+06 
        72  2.325882342E-01  0.000000000E+00  2.012065409E+03  7.245023595E-01  2.223361802E+06 
        73  2.342352930E-01  0.000000000E+00  2.006340170E+03  7.487859521E-01  2.179435940E+06 
        74  2.358823518E-01  0.000000000E+00  2.000357294E+03  7.734898155E-01  2.134329615E+06 
        75  2.375294106E-01  0.000000000E+00  1.994120418E+03  7.985799847E-01  2.088161359E+06 
        76  2.391764694E-01  0.000000000E+00  1.987632968E+03  8.240275849E-01  2.041056550E+06 
        77  2.408235282E-01  0.000000000E+00  1.980904842E+03  8.497832505E-01  1.993145840E+06 
        78  2.424705870E-01  0.000000000E+00  1.973938105E+03  8.758311034E-01  1.944577862E+06 
        79  2.441176457E-01  0.000000000E+00  1.966734584E+03  9.021596666E-01  1.895361084E+06 
        80  2.457647045E-01  0.000000000E+00  1.959246807E+03  9.289309184E-01  1.845444088E+06 
        81  2.474117633E-01  0.000000000E+00  1.951447246E+03  9.562302439E-01  1.794311832E+06 
        82  2.490588221E-01  0.000000000E+00  1.943009090E+03  9.851376109E-01  1.741240019E+06 
        83  2.507058809E-01  0.000000000E+00  1.934016770E+03  1.015318405E+00  1.683937400E+06 
        84  2.523529397E-01  0.000000000E+00  1.923085885E+03  1.051136345E+00  1.621637104E+06 
        85  2.539999985E-01  0.000000000E+00  1.912909600E+03  1.083836409E+00  1.566355809E+06 
        86  2.588599985E-01  0.000000000E+00  1.888928140E+03  1.158222658E+00  1.430386096E+06 
        87  2.637199985E-01  0.000000000E+00  1.861513094E+03  1.240200736E+00  1.292146576E+06 
        88  2.685799985E-01  0.000000000E+00  1.831313724E+03  1.327261909E+00  1.152568185E+06 
        89  2.734399985E-01  0.000000000E+00  1.799258114E+03  1.416738409E+00  1.018812840E+06 
        90  2.782999985E-01  0.000000000E+00  1.765875841E+03  1.507424495E+00  8.939266473E+05 
        91  2.831599985E-01  0.000000000E+00  1.731606745E+03  1.598499598E+00  7.795622293E+05 
        92  2.880199986E-01  0.000000000E+00  1.696888813E+03  1.689210357E+00  6.766642492E+05 
        93  2.928799986E-01  0.000000000E+00  1.662144466E+03  1.778863915E+00  5.855125059E+05 
        94  2.977399986E-01  0.000000000E+00  1.627761859E+03  1.866842321E+00  5.058313875E+05 
        95  3.025999986E-01  0.000000000E+00  1.594078823E+03  1.952618426E+00  4.369338109E+05 
        96  3.074599986E-01  0.000000000E+00  1.561374305E+03  2.035761971E+00  3.778693220E+05 
        97  3.123199986E-01  0.000000000E+00  1.529872880E+03  2.115921131E+00  3.275653007E+05 
        98  3.171799987E-01  0.000000000E+00  1.499759124E+03  2.192785768E+00  2.849421770E+05 
        99  3.220399987E-01  0.000000000E+00  1.471202389E+03  2.266027028E+00  2.489922841E+05 
       100  3.268999987E-01  0.000000000E+00  1.444377542E+03  2.335249070E+00  2.188299283E+05 
       101  3.317599987E-01  0.000000000E+00  1.419545892E+03  2.399779667E+00  1.937188201E+05 
       102  3.366199987E-01  0.000000000E+00  1.396928149E+03  2.459004020E+00  1.730772110E+05 
       103  3.414799987E-01  0.000000000E+00  1.377015032E+03  2.511543500E+00  1.564061828E+05 
       104  3.463399987E-01  0.000000000E+00  1.359559669E+03  2.557955070E+00  1.435500792E+05 
       105  3.511999988E-01  0.000000000E+00  1.348101056E+03  2.588602265E+00  1.351395424E+05 
       106  3.560599988E-01  0.000000000E+00  1.345562586E+03  2.595443885E+00  1.325207094E+05 
       107  3.609199988E-01  0.000000000E+00  1.350289822E+03  2.582812365E+00  1.355164734E+05 
       108  3.657799988E-01  0.000000000E+00  1.362705427E+03  2.549699034E+00  1.442559621E+05 
       109  3.706399988E-01  0.000000000E+00  1.380910782E+03  2.501384184E+00  1.577504655E+05 
       110  3.754999988E-01  0.000000000E+00  1.396467236E+03  2.460284335E+00  1.703153586E+05 
       111  3.803599989E-01  0.000000000E+00  1.401987650E+03  2.445715567E+00  1.759394565E+05 
       112  3.852199989E-01  0.000000000E+00  1.399758868E+03  2.451536112E+00  1.746604681E+05 
       113  3.900799989E-01  0.000000000E+00  1.393364557E+03  2.468330666E+00  1.692145635E+05 
       114  3.949399989E-01  0.000000000E+00  1.383432428E+03  2.494514964E+00  1.609125686E+05 
       115  3.997999989E-01  0.000000000E+00  1.371792190E+03  2.525338440E+00  1.516099874E+05 
       116  4.046599989E-01  0.000000000E+00  1.359916562E+03  2.556938653E+00  1.425876274E+05 
       117  4.095199989E-01  0.000000000E+00  1.348689279E+03  2.586961238E+00  1.344848310E+05 
       118  4.143799990E-01  0.000000000E+00  1.338427842E+03  2.614532652E+00  1.274415410E+05 
       119  4.192399990E-01  0.000000000E+00  1.329050528E+03  2.639843220E+00  1.213013406E+05 
       120  4.240999990E-01  0.000000000E+00  1.320313907E+03  2.663526863E+00  1.158221688E+05 
       121  4.289599990E-01  0.000000000E+00  1.311980168E+03  2.686213744E+00  1.107995898E+05 
       122  4.338199990E-01  0.000000000E+00  1.303879188E+03  2.708359270E+00  1.060985070E+05 
       123  4.386799990E-01  0.000000000E+00  1.295909673E+03  2.730237017E+00  1.016412917E+05 
       124  4.435399991E-01  0.000000000E+00  1.288022667E+03  2.751980419E+00  9.738845098E+04 
       125  4.483999991E-01  0.000000000E+00  1.280204811E+03  2.773626307E+00  9.332344517E+04 
       126  4.532599991E-01  0.000000000E+00  1.272463926E+03  2.795153002E+00  8.944180276E+04 
       127  4.581199991E-01  0.000000000E+00  1.264817059E+03  2.816512502E+00  8.574339740E+04 
       128  4.629799991E-01  0.000000000E+00  1.257281808E+03  2.837654300E+00  8.222762653E+04 
       129  4.678399991E-01  0.000000000E+00  1.249871432E+03  2.858539138E+00  7.889122186E+04 
       130  4.726999991E-01  0.000000000E+00  1.242593281E+03  2.879143729E+00  7.572797999E+04 
       131  4.775599992E-01  0.000000000E+00  1.235449423E+03  2.899459338E+00  7.272952479E+04 
       132  4.824199992E-01  0.000000000E+00  1.228438241E+03  2.919487563E+00  6.988636072E+04 
       133  4.872799992E-01  0.000000000E+00  1.221556050E+03  2.939235917E+00  6.718875920E+04 
       134  4.921399992E-01  0.000000000E+00  1.214798252E+03  2.958714634E+00  6.462730591E+04 
       135  4.969999992E-01  0.000000000E+00  1.208159988E+03  2.977934852E+00  6.219315214E+04 
       136  5.018599992E-01  0.000000000E+00  1.201636508E+03  2.996907554E+00  5.987810588E+04 
       137  5.067199993E-01  0.000000000E+00  1.195223469E+03  3.015642690E+00  5.767467450E+04 
       138  5.115799993E-01  0.000000000E+00  1.188917223E+03  3.034148318E+00  5.557609238E+04 
       139  5.164399993E-01  0.000000000E+00  1.182715005E+03  3.052430004E+00  5.357631377E+04 
       140  5.212999993E-01  0.000000000E+00  1.176614926E+03  3.070490790E+00  5.166994093E+04 
       141  5.261599993E-01  0.000000000E+00  1.170615756E+03  3.088331799E+00  4.985209649E+04 
       142  5.310199993E-01  0.000000000E+00  1.164716621E+03  3.105953075E+00  4.811828643E+04 
       143  5.358799993E-01  0.000000000E+00  1.158916749E+03  3.123354355E+00  4.646429156E+04 
       144  5.407399994E-01  0.000000000E+00  1.153215310E+03  3.140535538E+00  4.488610308E+04 
       145  5.455999994E-01  0.000000000E+00  1.147611346E+03  3.157496901E+00  4.337989393E+04 
       146  5.504599994E-01  0.000000000E+00  1.142103753E+03  3.174239176E+00  4.194200573E+04 
       147  5.553199994E-01  0.000000000E+00  1.136691239E+03  3.190763677E+00  4.056893511E+04 
       148  5.601799994E-01  0.000000000E+00  1.131372275E+03  3.207072483E+00  3.925731517E+04 
       149  5.650399994E-01  0.000000000E+00  1.126145024E+03  3.223168656E+00  3.800389770E+04 
       150  5.698999995E-01  0.000000000E+00  1.121007327E+03  3.239056327E+00  3.680554501E+04 
       151  5.747599995E-01  0.000000000E+00  1.115956738E+03  3.254740587E+00  3.565923758E+04 
       152  5.796199995E-01  0.000000000E+00  1.110990644E+03  3.270227166E+00  3.456209303E+04 
       153  5.844799995E-01  0.000000000E+00  1.106106373E+03  3.285522071E+00  3.351138586E+04 
       154  5.893399995E-01  0.000000000E+00  1.101301288E+03  3.300631329E+00  3.250455724E+04 
       155  5.941999995E-01  0.000000000E+00  1.096572824E+03  3.315560829E+00  3.153921439E+04 
       156  5.990599996E-01  0.000000000E+00  1.091918549E+03  3.330316160E+00  3.061312836E+04 
       157  6.039199996E-01  0.000000000E+00  1.087336207E+03  3.344902449E+00  2.972423035E+04 
       158  6.087799996E-01  0.000000000E+00  1.082823737E+03  3.359324304E+00  2.887060278E+04 
       159  6.136399996E-01  0.000000000E+00  1.078379245E+03  3.373585874E+00  2.805046537E+04 
       160  6.184999996E-01  0.000000000E+00  1.074000996E+03  3.387690873E+00  2.726216239E+04 
       161  6.233599996E-01  0.000000000E+00  1.069687459E+03  3.401642426E+00  2.650416038E+04 
       162  6.282199996E-01  0.000000000E+00  1.065437375E+03  3.415442835E+00  2.577504941E+04 
       163  6.330799997E-01  0.000000000E+00  1.061249759E+03  3.429093557E+00  2.507353522E+04 
       164  6.379399997E-01  0.000000000E+00  1.057123807E+03  3.442595492E+00  2.439841758E+04 
       165  6.427999997E-01  0.000000000E+00  1.053058767E+03  3.455949389E+00  2.374856327E+04 
       166  6.476599997E-01  0.000000000E+00  1.049053887E+03  3.469156018E+00  2.312289163E+04 
       167  6.525199997E-01  0.000000000E+00  1.045108415E+03  3.482216183E+00  2.252037040E+04 
       168  6.573799997E-01  0.000000000E+00  1.041221571E+03  3.495130813E+00  2.194001014E+04 
       169  6.622399998E-01  0.000000000E+00  1.037392446E+03  3.507901290E+00  2.138085118E+04 
       170  6.670999998E-01  0.000000000E+00  1.033619919E+03  3.520529746E+00  2.084194988E+04 
       171  6.719599998E-01  0.000000000E+00  1.029902690E+03  3.533018951E+00  2.032238210E+04 
       172  6.768199998E-01  0.000000000E+00  1.026239405E+03  3.545371928E+00  1.982125814E+04 
       173  6.816799998E-01  0.000000000E+00  1.022628717E+03  3.557591726E+00  1.933773341E+04 
       174  6.865399998E-01  0.000000000E+00  1.019069303E+03  3.569681384E+00  1.887100544E+04 
       175  6.913999998E-01  0.000000000E+00  1.015559709E+03  3.581644436E+00  1.842030591E+04 
       176  6.962599999E-01  0.000000000E+00  1.012098642E+03  3.593483920E+00  1.798489553E+04 
       177  7.011199999E-01  0.000000000E+00  1.008684335E+03  3.605204576E+00  1.756409509E+04 
       178  7.059799999E-01  0.000000000E+00  1.005317837E+03  3.616801471E+00  1.715727522E+04 
       179  7.108399999E-01  0.000000000E+00  1.001992334E+03  3.628296961E+00  1.676387780E+04 
       180  7.156999999E-01  0.000000000E+00  9.987124049E+02  3.639673886E+00  1.638273135E+04 
       181  7.205599999E-01  0.000000000E+00  9.954619942E+02  3.650987493E+00  1.601495214E+04 
       182  7.254200000E-01  0.000000000E+00  9.924562668E+02  3.661481643E+00  1.566228725E+04 
       183  7.302800000E-01  0.000000000E+00  9.886802778E+02  3.674722136E+00  1.530972916E+04 
       184  7.351400000E-01  0.000000000E+00  9.846773385E+02  3.688805733E+00  1.489671900E+04 
       185  7.400000000E-01  0.000000000E+00  9.830702057E+02  3.694476154E+00  1.466363905E+04 
       186  2.457554631E-01  5.826185344E-04  1.959261718E+03  9.288768244E-01  1.845588904E+06 
       187  2.441064690E-01  5.827577946E-04  1.966750655E+03  9.021004309E-01  1.895516633E+06 
       188  2.474044486E-01  5.833730526E-04  1.951460572E+03  9.561822721E-01  1.794442905E+06 
       189  2.424574861E-01  5.835633507E-04  1.973955123E+03  8.757673076E-01  1.944743158E+06 
       190  2.490534099E-01  5.848063883E-04  1.943020444E+03  9.850972197E-01  1.741353034E+06 
       191  2.408085289E-01  5.850319102E-04  1.980922643E+03  8.497151038E-01  1.993320437E+06 
       192  2.507023322E-01  5.869072509E-04  1.934023665E+03  1.015293429E+00  1.684021974E+06 
       193  2.391596120E-01  5.871601781E-04  1.987650640E+03  8.239583121E-01  2.041230596E+06 
       194  2.523512002E-01  5.896781055E-04  1.923085744E+03  1.051134019E+00  1.621672443E+06 
       195  2.375107603E-01  5.900545081E-04  1.994138665E+03  7.985065258E-01  2.088347655E+06 
       196  2.539999985E-01  5.931212381E-04  1.912912376E+03  1.083825191E+00  1.566417397E+06 
       197  2.358619838E-01  5.936348815E-04  2.000377773E+03  7.734052630E-01  2.134535543E+06 
       198  2.342133134E-01  5.980024955E-04  2.006362535E+03  7.486912209E-01  2.179658094E+06 
       199  2.325647542E-01  6.030643839E-04  2.012089440E+03  7.243978011E-01  2.223600952E+06 
       200  2.309163226E-01  6.088181507E-04  2.017558453E+03  7.005479323E-01  2.266274593E+06 
       201  2.292680347E-01  6.152609485E-04  2.022770325E+03  6.771647388E-01  2.307590873E+06 
       202  2.588599985E-01  6.151514555E-04  1.888978709E+03  1.158066039E+00  1.430675817E+06 
       203  2.276199069E-01  6.223894782E-04  2.027727430E+03  6.542672031E-01  2.347488579E+06 
       204  2.259719550E-01  6.301999962E-04  2.032433704E+03  6.318700518E-01  2.385912220E+06 
       205  2.637199985E-01  6.371816729E-04  1.861566555E+03  1.240042385E+00  1.292421585E+06 
       206  2.243242195E-01  6.387702020E-04  2.036893609E+03  6.099878353E-01  2.422822456E+06 
       207  2.226766937E-01  6.480131000E-04  2.041112926E+03  5.886307835E-01  2.458191884E+06 
       208  2.210293934E-01  6.579236791E-04  2.045097704E+03  5.678094523E-01  2.492001513E+06 
       209  2.685799985E-01  6.592118903E-04  1.831366812E+03  1.327110107E+00  1.152820069E+06 
       210  2.193823340E-01  6.684965029E-04  2.048854279E+03  5.475345241E-01  2.524238113E+06 
       211  2.177355310E-01  6.797257147E-04  2.052390424E+03  5.278099214E-01  2.554912411E+06 
       212  2.734399985E-01  6.812421077E-04  1.799302876E+03  1.416614045E+00  1.019007995E+06 
       213  2.160889995E-01  6.916050450E-04  2.055714891E+03  5.086345077E-01  2.584043260E+06 
       214  2.782999986E-01  7.032723251E-04  1.765910476E+03  1.507330689E+00  8.940584243E+05 
       215  2.144427931E-01  7.042113227E-04  2.058835161E+03  4.900145615E-01  2.611641620E+06 
       216  2.127968846E-01  7.174423380E-04  2.061759181E+03  4.719537351E-01  2.637734668E+06 
       217  2.831599986E-01  7.253025425E-04  1.731633691E+03  1.598428149E+00  7.796528814E+05 
       218  2.111513251E-01  7.313613970E-04  2.064496431E+03  4.544456886E-01  2.662367450E+06 
       219  2.095060795E-01  7.458649723E-04  2.067055620E+03  4.374879083E-01  2.685577816E+06 
       220  2.880199986E-01  7.473327599E-04  1.696908845E+03  1.689158141E+00  6.767240725E+05 
       221  2.078611619E-01  7.609485547E-04  2.069441354E+03  4.211055200E-01  2.707358634E+06 
       222  2.928799986E-01  7.693629774E-04  1.662158077E+03  1.778828957E+00  5.855482735E+05 
       223  2.062165869E-01  7.766075538E-04  2.071661449E+03  4.053019721E-01  2.727758989E+06 
       224  2.977399986E-01  7.913931948E-04  1.627770048E+03  1.866821629E+00  5.058501597E+05 
       225  2.045724911E-01  7.930266102E-04  2.073740118E+03  3.899557345E-01  2.747036906E+06 
       226  2.029287747E-01  8.100140313E-04  2.075690164E+03  3.750194678E-01  2.765269098E+06 
       227  3.025999986E-01  8.134234122E-04  1.594082902E+03  1.952608450E+00  4.369417779E+05 
       228  2.012854444E-01  8.275528331E-04  2.077457390E+03  3.609842489E-01  2.781753542E+06 
       229  3.074599986E-01  8.354536296E-04  1.561375877E+03  2.035758562E+00  3.778715525E+05 
       230  1.996425146E-01  8.456375259E-04  2.079030105E+03  3.480357304E-01  2.796862940E+06 
       231  3.123199987E-01  8.574838470E-04  1.529874068E+03  2.115918885E+00  3.275662273E+05 
       232  1.979999998E-01  8.642623754E-04  2.080605277E+03  3.344661930E-01  2.811405728E+06 
       233  3.171799987E-01  8.795140644E-04  1.499763063E+03  2.192776642E+00  2.849461206E+05 
       234  3.220399987E-01  9.015442818E-04  1.471213448E+03  2.265999773E+00  2.490039419E+05 
       235  3.268999987E-01  9.235744993E-04  1.444403381E+03  2.335183507E+00  2.188547445E+05 
       236  1.944615382E-01  9.246608025E-04  2.083604990E+03  3.072397065E-01  2.839517561E+06 
       237  3.317599987E-01  9.456047167E-04  1.419592866E+03  2.399658477E+00  1.937637834E+05 
       238  3.366199987E-01  9.676349341E-04  1.397020146E+03  2.458763423E+00  1.731508867E+05 
       239  1.909230766E-01  9.850592295E-04  2.086010429E+03  2.835763197E-01  2.863149878E+06 
       240  3.414799988E-01  9.896651515E-04  1.377151422E+03  2.511184039E+00  1.565296434E+05 
       241  3.463399988E-01  1.011695369E-03  1.359933395E+03  2.556959215E+00  1.437550588E+05 
       242  3.511999988E-01  1.033725586E-03  1.348811098E+03  2.586696144E+00  1.354597677E+05 
       243  1.873846150E-01  1.045457657E-03  2.088158659E+03  2.607895337E-01  2.883349340E+06 
       244  3.560599988E-01  1.055755804E-03  1.346296123E+03  2.593463746E+00  1.329072749E+05 
       245  3.609199988E-01  1.077786021E-03  1.350927320E+03  2.581088114E+00  1.359558314E+05 
       246  3.657799988E-01  1.099816239E-03  1.363035599E+03  2.548800258E+00  1.445634237E+05 
       247  1.838461534E-01  1.105856084E-03  2.089927644E+03  2.404143652E-01  2.900625330E+06 
       248  3.706399988E-01  1.121846456E-03  1.380656126E+03  2.502033259E+00  1.575886363E+05 
       249  3.754999989E-01  1.143876673E-03  1.395335976E+03  2.463248396E+00  1.697493442E+05 
       250  2.457462216E-01  1.165240790E-03  1.959269072E+03  9.288511983E-01  1.845650044E+06 
       251  2.440952922E-01  1.165520035E-03  1.966766543E+03  9.020434478E-01  1.895638352E+06 
       252  3.803599989E-01  1.165906891E-03  1.400794044E+03  2.448868195E+00  1.753519691E+05 
       253  1.803076918E-01  1.166254511E-03  2.091428080E+03  2.217138043E-01  2.915189231E+06 
       254  2.473971339E-01  1.166749092E-03  1.951459290E+03  9.561870589E-01  1.794443664E+06 
       255  2.424443851E-01  1.167131855E-03  1.973979829E+03  8.756765659E-01  1.944931301E+06 
       256  2.490479977E-01  1.169615021E-03  1.943009689E+03  9.851341201E-01  1.741291480E+06 
       257  2.407935295E-01  1.170069664E-03  1.980956141E+03  8.495891529E-01  1.993576478E+06 
       258  2.506987835E-01  1.173815998E-03  1.934000573E+03  1.015370672E+00  1.683885429E+06 
       259  2.391427545E-01  1.174326869E-03  1.987690024E+03  8.238068036E-01  2.041529471E+06 
       260  2.523494608E-01  1.179356958E-03  1.923048222E+03  1.051256249E+00  1.621448571E+06 
       261  2.374921098E-01  1.180116171E-03  1.994181209E+03  7.983387758E-01  2.088677634E+06 
       262  2.539999985E-01  1.186242476E-03  1.912861065E+03  1.083988713E+00  1.566117838E+06 
       263  2.358416155E-01  1.187277533E-03  2.000423815E+03  7.732188279E-01  2.134900816E+06 
       264  3.852199989E-01  1.187937108E-03  1.399151148E+03  2.453159512E+00  1.741768038E+05 
       265  2.341913334E-01  1.196013340E-03  2.006412703E+03  7.484824009E-01  2.180063197E+06 
       266  2.325412738E-01  1.206137659E-03  2.012143514E+03  7.241663291E-01  2.224044027E+06 
       267  3.900799989E-01  1.209967326E-03  1.392920673E+03  2.469530073E+00  1.688597586E+05 
       268  2.308914693E-01  1.217645695E-03  2.017615174E+03  7.002981308E-01  2.266744768E+06 
       269  1.767692302E-01  1.226652938E-03  2.092683760E+03  2.047733408E-01  2.927493091E+06 
       270  2.588599985E-01  1.230302911E-03  1.888908510E+03  1.158280434E+00  1.430302115E+06 
       271  2.292419524E-01  1.230531749E-03  2.022828838E+03  6.768993807E-01  2.308084826E+06 
       272  3.949399989E-01  1.231997543E-03  1.383190363E+03  2.495187194E+00  1.607488478E+05 
       273  2.275927554E-01  1.244789217E-03  2.027787031E+03  6.539887259E-01  2.347997648E+06 
       274  3.997999989E-01  1.254027760E-03  1.371688361E+03  2.525646427E+00  1.515640576E+05 
       275  2.259439105E-01  1.260410607E-03  2.032493479E+03  6.315820944E-01  2.386430648E+06 
       276  2.637199985E-01  1.274363346E-03  1.861480649E+03  1.240294961E+00  1.291997488E+06 
       277  4.046599990E-01  1.276057978E-03  1.359900301E+03  2.557013188E+00  1.426077312E+05 
       278  2.242954982E-01  1.277551304E-03  2.036952857E+03  6.096933749E-01  2.423342961E+06 
       279  1.732307686E-01  1.287051365E-03  2.093740682E+03  1.893629143E-01  2.937862487E+06 
       280  2.226475055E-01  1.296037318E-03  2.041170890E+03  5.883333854E-01  2.458707603E+06 
       281  4.095199990E-01  1.298088195E-03  1.348716996E+03  2.586917166E+00  1.345360307E+05 
       282  2.209999635E-01  1.315858620E-03  2.045153846E+03  5.675118931E-01  2.492507095E+06 
       283  2.685799985E-01  1.318423781E-03  1.831263651E+03  1.327402560E+00  1.152370572E+06 
       284  4.143799990E-01  1.320118413E-03  1.338457904E+03  2.614481248E+00  1.274930867E+05 
