nodenumber     x-coordinate     y-coordinate      temperature      mach-number         pressure 
        34  1.378461525E-01  0.000000000E+00  2.198340891E+03  9.517585587E-02  2.984161698E+06 
        35  1.413846141E-01  0.000000000E+00  2.198126851E+03  1.011300248E-01  2.982125335E+06 
        36  1.449230757E-01  0.000000000E+00  2.197877685E+03  1.076483773E-01  2.979756229E+06 
        37  1.484615374E-01  0.000000000E+00  2.197586724E+03  1.147940621E-01  2.976991732E+06 
        38  1.519999990E-01  0.000000000E+00  2.197245911E+03  1.226375523E-01  2.973756403E+06 
        39  1.555384606E-01  0.000000000E+00  2.196845518E+03  1.312572509E-01  2.969959448E+06 
        40  1.590769222E-01  0.000000000E+00  2.196373813E+03  1.407396773E-01  2.965491681E+06 
        41  1.626153838E-01  0.000000000E+00  2.195816631E+03  1.511804584E-01  2.960222174E+06 
        42  1.661538454E-01  0.000000000E+00  2.195157007E+03  1.626827155E-01  2.953994155E+06 
        43  1.696923070E-01  0.000000000E+00  2.194374415E+03  1.753609731E-01  2.946621615E+06 
        44  1.732307686E-01  0.000000000E+00  2.193444916E+03  1.893298413E-01  2.937882962E+06 
        45  1.767692302E-01  0.000000000E+00  2.192338618E+03  2.047299542E-01  2.927522186E+06 
        46  1.803076918E-01  0.000000000E+00  2.191024347E+03  2.216587963E-01  2.915229739E+06 
        47  1.838461534E-01  0.000000000E+00  2.189454171E+03  2.403440082E-01  2.900680187E+06 
        48  1.873846150E-01  0.000000000E+00  2.187602780E+03  2.607053931E-01  2.883423710E+06 
        49  1.909230766E-01  0.000000000E+00  2.185355674E+03  2.834654003E-01  2.863245042E+06 
        50  1.944615382E-01  0.000000000E+00  2.182836895E+03  3.071262717E-01  2.839644497E+06 
        51  1.979999998E-01  0.000000000E+00  2.179690996E+03  3.343884085E-01  2.811476552E+06 
        52  1.996470586E-01  0.000000000E+00  2.178031907E+03  3.480329658E-01  2.796861261E+06 
        53  2.012941173E-01  0.000000000E+00  2.176382227E+03  3.609975531E-01  2.781730223E+06 
        54  2.029411761E-01  0.000000000E+00  2.174528690E+03  3.750482986E-01  2.765225202E+06 
        55  2.045882349E-01  0.000000000E+00  2.172483329E+03  3.900011170E-01  2.746969015E+06 
        56  2.062352937E-01  0.000000000E+00  2.170303110E+03  4.053634631E-01  2.727666325E+06 
        57  2.078823525E-01  0.000000000E+00  2.167974801E+03  4.211815169E-01  2.707242336E+06 
        58  2.095294113E-01  0.000000000E+00  2.165472899E+03  4.375777832E-01  2.685437398E+06 
        59  2.111764700E-01  0.000000000E+00  2.162789290E+03  4.545483994E-01  2.662203039E+06 
        60  2.128235288E-01  0.000000000E+00  2.159919174E+03  4.720681548E-01  2.637546886E+06 
        61  2.144705876E-01  0.000000000E+00  2.156853570E+03  4.901388391E-01  2.611432109E+06 
        62  2.161176464E-01  0.000000000E+00  2.153582410E+03  5.087676951E-01  2.583813584E+06 
        63  2.177647052E-01  0.000000000E+00  2.150098018E+03  5.279477199E-01  2.554666519E+06 
        64  2.194117640E-01  0.000000000E+00  2.146393061E+03  5.476702657E-01  2.523986903E+06 
        65  2.210588228E-01  0.000000000E+00  2.142457391E+03  5.679419980E-01  2.491749747E+06 
        66  2.227058815E-01  0.000000000E+00  2.138282371E+03  5.887616364E-01  2.457935969E+06 
        67  2.243529403E-01  0.000000000E+00  2.133861828E+03  6.101161618E-01  2.422564333E+06 
        68  2.259999991E-01  0.000000000E+00  2.129189578E+03  6.319943882E-01  2.385654795E+06 
        69  2.276470579E-01  0.000000000E+00  2.124259507E+03  6.543864714E-01  2.347235483E+06 
        70  2.292941167E-01  0.000000000E+00  2.119067157E+03  6.772770666E-01  2.307344328E+06 
        71  2.309411755E-01  0.000000000E+00  2.113608119E+03  7.006527504E-01  2.266039448E+06 
        72  2.325882342E-01  0.000000000E+00  2.107880030E+03  7.244941758E-01  2.223376550E+06 
        73  2.342352930E-01  0.000000000E+00  2.101882243E+03  7.487776608E-01  2.179451042E+06 
        74  2.358823518E-01  0.000000000E+00  2.095614541E+03  7.734814527E-01  2.134344974E+06 
        75  2.375294106E-01  0.000000000E+00  2.089080733E+03  7.985715966E-01  2.088176884E+06 
        76  2.391764694E-01  0.000000000E+00  2.082284404E+03  8.240192247E-01  2.041072103E+06 
        77  2.408235282E-01  0.000000000E+00  2.075235926E+03  8.497749634E-01  1.993161316E+06 
        78  2.424705870E-01  0.000000000E+00  2.067937453E+03  8.758229514E-01  1.944593128E+06 
        79  2.441176457E-01  0.000000000E+00  2.060390902E+03  9.021517106E-01  1.895375992E+06 
        80  2.457647045E-01  0.000000000E+00  2.052546542E+03  9.289232053E-01  1.845458534E+06 
        81  2.474117633E-01  0.000000000E+00  2.044375541E+03  9.562227983E-01  1.794325749E+06 
        82  2.490588221E-01  0.000000000E+00  2.035535544E+03  9.851303962E-01  1.741253443E+06 
        83  2.507058809E-01  0.000000000E+00  2.026115027E+03  1.015311305E+00  1.683950515E+06 
        84  2.523529397E-01  0.000000000E+00  2.014663708E+03  1.051129153E+00  1.621650199E+06 
        85  2.539999985E-01  0.000000000E+00  2.004002945E+03  1.083829040E+00  1.566369033E+06 
        86  2.588599985E-01  0.000000000E+00  1.978879679E+03  1.158215082E+00  1.430399338E+06 
        87  2.637199985E-01  0.000000000E+00  1.950159195E+03  1.240193331E+00  1.292158900E+06 
        88  2.685799985E-01  0.000000000E+00  1.918521616E+03  1.327255137E+00  1.152578796E+06 
        89  2.734399985E-01  0.000000000E+00  1.884939123E+03  1.416732944E+00  1.018820936E+06 
        90  2.782999985E-01  0.000000000E+00  1.849966518E+03  1.507420948E+00  8.939315603E+05 
        91  2.831599985E-01  0.000000000E+00  1.814064717E+03  1.598498234E+00  7.795640916E+05 
        92  2.880199986E-01  0.000000000E+00  1.777692669E+03  1.689211190E+00  6.766635690E+05 
        93  2.928799986E-01  0.000000000E+00  1.741293025E+03  1.778866708E+00  5.855100051E+05 
        94  2.977399986E-01  0.000000000E+00  1.705272533E+03  1.866846597E+00  5.058278786E+05 
        95  3.025999986E-01  0.000000000E+00  1.669985196E+03  1.952623526E+00  4.369300585E+05 
        96  3.074599986E-01  0.000000000E+00  1.635723309E+03  2.035767091E+00  3.778659665E+05 
        97  3.123199986E-01  0.000000000E+00  1.602722197E+03  2.115925330E+00  3.275628537E+05 
        98  3.171799987E-01  0.000000000E+00  1.571175301E+03  2.192787905E+00  2.849410577E+05 
        99  3.220399987E-01  0.000000000E+00  1.541260148E+03  2.266025669E+00  2.489928803E+05 
       100  3.268999987E-01  0.000000000E+00  1.513160176E+03  2.335242141E+00  2.188326789E+05 
       101  3.317599987E-01  0.000000000E+00  1.487149398E+03  2.399764392E+00  1.937243023E+05 
       102  3.366199987E-01  0.000000000E+00  1.463459401E+03  2.458976634E+00  1.730860520E+05 
       103  3.414799987E-01  0.000000000E+00  1.442603216E+03  2.511502855E+00  1.564191373E+05 
       104  3.463399987E-01  0.000000000E+00  1.424330240E+03  2.557879476E+00  1.435695726E+05 
       105  3.511999988E-01  0.000000000E+00  1.412347560E+03  2.588471218E+00  1.351714274E+05 
       106  3.560599988E-01  0.000000000E+00  1.409706550E+03  2.595265928E+00  1.325664085E+05 
       107  3.609199988E-01  0.000000000E+00  1.414678842E+03  2.582583915E+00  1.355761324E+05 
       108  3.657799988E-01  0.000000000E+00  1.427695870E+03  2.549445874E+00  1.443293017E+05 
       109  3.706399988E-01  0.000000000E+00  1.446779692E+03  2.501103712E+00  1.578259182E+05 
       110  3.754999988E-01  0.000000000E+00  1.463041221E+03  2.460094615E+00  1.703807773E+05 
       111  3.803599989E-01  0.000000000E+00  1.468775458E+03  2.445649572E+00  1.759797917E+05 
       112  3.852199989E-01  0.000000000E+00  1.466439626E+03  2.451472436E+00  1.746817796E+05 
       113  3.900799989E-01  0.000000000E+00  1.459737405E+03  2.468275431E+00  1.692328653E+05 
       114  3.949399989E-01  0.000000000E+00  1.449327369E+03  2.494471950E+00  1.609261892E+05 
       115  3.997999989E-01  0.000000000E+00  1.437130131E+03  2.525302012E+00  1.516205783E+05 
       116  4.046599989E-01  0.000000000E+00  1.424689943E+03  2.556899614E+00  1.425981573E+05 
       117  4.095199989E-01  0.000000000E+00  1.412930628E+03  2.586915339E+00  1.344966505E+05 
       118  4.143799990E-01  0.000000000E+00  1.402182435E+03  2.614481680E+00  1.274541737E+05 
       119  4.192399990E-01  0.000000000E+00  1.392358862E+03  2.639791285E+00  1.213137139E+05 
       120  4.240999990E-01  0.000000000E+00  1.383205327E+03  2.663476989E+00  1.158335654E+05 
       121  4.289599990E-01  0.000000000E+00  1.374473584E+03  2.686166663E+00  1.108098924E+05 
       122  4.338199990E-01  0.000000000E+00  1.365986143E+03  2.708313811E+00  1.061080282E+05 
       123  4.386799990E-01  0.000000000E+00  1.357637264E+03  2.730190990E+00  1.016505215E+05 
       124  4.435399991E-01  0.000000000E+00  1.349375742E+03  2.751931399E+00  9.739787001E+04 
       125  4.483999991E-01  0.000000000E+00  1.341187461E+03  2.773572146E+00  9.333342569E+04 
       126  4.532599991E-01  0.000000000E+00  1.333080398E+03  2.795092107E+00  8.945257221E+04 
       127  4.581199991E-01  0.000000000E+00  1.325072153E+03  2.816443950E+00  8.575503888E+04 
       128  4.629799991E-01  0.000000000E+00  1.317180896E+03  2.837577872E+00  8.224009560E+04 
       129  4.678399991E-01  0.000000000E+00  1.309420255E+03  2.858455317E+00  7.890436711E+04 
       130  4.726999991E-01  0.000000000E+00  1.301797684E+03  2.879053671E+00  7.574156387E+04 
       131  4.775599992E-01  0.000000000E+00  1.294315134E+03  2.899364801E+00  7.274324831E+04 
       132  4.824199992E-01  0.000000000E+00  1.286970762E+03  2.919390740E+00  6.989989570E+04 
       133  4.872799992E-01  0.000000000E+00  1.279760648E+03  2.939139191E+00  6.720178650E+04 
       134  4.921399992E-01  0.000000000E+00  1.272680023E+03  2.958620295E+00  6.463955295E+04 
       135  4.969999992E-01  0.000000000E+00  1.265723938E+03  2.977844825E+00  6.220442159E+04 
       136  5.018599992E-01  0.000000000E+00  1.258887627E+03  2.996823201E+00  5.988829117E+04 
       137  5.067199993E-01  0.000000000E+00  1.252166795E+03  3.015564685E+00  5.768376260E+04 
       138  5.115799993E-01  0.000000000E+00  1.245557883E+03  3.034076602E+00  5.558415643E+04 
       139  5.164399993E-01  0.000000000E+00  1.239058242E+03  3.052363827E+00  5.358349604E+04 
       140  5.212999993E-01  0.000000000E+00  1.232666091E+03  3.070428823E+00  5.167643205E+04 
       141  5.261599993E-01  0.000000000E+00  1.226380296E+03  3.088272250E+00  4.985811628E+04 
       142  5.310199993E-01  0.000000000E+00  1.220200042E+03  3.105893850E+00  4.812406409E+04 
       143  5.358799993E-01  0.000000000E+00  1.214124549E+03  3.123293244E+00  4.647004534E+04 
       144  5.407399994E-01  0.000000000E+00  1.208152905E+03  3.140470427E+00  4.489202201E+04 
       145  5.455999994E-01  0.000000000E+00  1.202283999E+03  3.157425958E+00  4.338612410E+04 
       146  5.504599994E-01  0.000000000E+00  1.196516514E+03  3.174161009E+00  4.194864178E+04 
       147  5.553199994E-01  0.000000000E+00  1.190848902E+03  3.190677447E+00  4.057601664E+04 
       148  5.601799994E-01  0.000000000E+00  1.185279341E+03  3.206977988E+00  3.926482765E+04 
       149  5.650399994E-01  0.000000000E+00  1.179805688E+03  3.223066334E+00  3.801177815E+04 
       150  5.698999995E-01  0.000000000E+00  1.174425488E+03  3.238947191E+00  3.681369262E+04 
       151  5.747599995E-01  0.000000000E+00  1.169136034E+03  3.254626103E+00  3.566752641E+04 
       152  5.796199995E-01  0.000000000E+00  1.163934478E+03  3.270109144E+00  3.457038389E+04 
       153  5.844799995E-01  0.000000000E+00  1.158817954E+03  3.285402547E+00  3.351953672E+04 
       154  5.893399995E-01  0.000000000E+00  1.153783685E+03  3.300512395E+00  3.251243526E+04 
       155  5.941999995E-01  0.000000000E+00  1.148829062E+03  3.315444384E+00  3.154671023E+04 
       156  5.990599996E-01  0.000000000E+00  1.143951673E+03  3.330203709E+00  3.062016581E+04 
       157  6.039199996E-01  0.000000000E+00  1.139149309E+03  3.344795051E+00  2.973076694E+04 
       158  6.087799996E-01  0.000000000E+00  1.134419947E+03  3.359222608E+00  2.887662493E+04 
       159  6.136399996E-01  0.000000000E+00  1.129761741E+03  3.373490104E+00  2.805598565E+04 
       160  6.184999996E-01  0.000000000E+00  1.125173038E+03  3.387600750E+00  2.726722100E+04 
       161  6.233599996E-01  0.000000000E+00  1.120652398E+03  3.401557161E+00  2.650882230E+04 
       162  6.282199996E-01  0.000000000E+00  1.116198600E+03  3.415361329E+00  2.577939222E+04 
       163  6.330799997E-01  0.000000000E+00  1.111810620E+03  3.429014671E+00  2.507763396E+04 
       164  6.379399997E-01  0.000000000E+00  1.107487593E+03  3.442518140E+00  2.440233853E+04 
       165  6.427999997E-01  0.000000000E+00  1.103228754E+03  3.455872401E+00  2.375237065E+04 
       166  6.476599997E-01  0.000000000E+00  1.099033371E+03  3.469078044E+00  2.312665303E+04 
       167  6.525199997E-01  0.000000000E+00  1.094900661E+03  3.482135846E+00  2.252415038E+04 
       168  6.573799997E-01  0.000000000E+00  1.090829714E+03  3.495047015E+00  2.194385649E+04 
       169  6.622399998E-01  0.000000000E+00  1.086819441E+03  3.507813353E+00  2.138478829E+04 
       170  6.670999998E-01  0.000000000E+00  1.082868572E+03  3.520437283E+00  2.084598667E+04 
       171  6.719599998E-01  0.000000000E+00  1.078975680E+03  3.532921786E+00  2.032651925E+04 
       172  6.768199998E-01  0.000000000E+00  1.075139235E+03  3.545270247E+00  1.982548401E+04 
       173  6.816799998E-01  0.000000000E+00  1.071357648E+03  3.557486303E+00  1.934201467E+04 
       174  6.865399998E-01  0.000000000E+00  1.067629376E+03  3.569573504E+00  1.887528825E+04 
       175  6.913999998E-01  0.000000000E+00  1.063952864E+03  3.581535490E+00  1.842453407E+04 
       176  6.962599999E-01  0.000000000E+00  1.060326829E+03  3.593375084E+00  1.798902628E+04 
       177  7.011199999E-01  0.000000000E+00  1.056749479E+03  3.605096859E+00  1.756809863E+04 
       178  7.059799999E-01  0.000000000E+00  1.053221909E+03  3.616695923E+00  1.716112283E+04 
       179  7.108399999E-01  0.000000000E+00  1.049737002E+03  3.628194568E+00  1.676753803E+04 
       180  7.156999999E-01  0.000000000E+00  1.046299656E+03  3.639575300E+00  1.638618533E+04 
       181  7.205599999E-01  0.000000000E+00  1.042893347E+03  3.650892377E+00  1.601820564E+04 
       182  7.254200000E-01  0.000000000E+00  1.039743691E+03  3.661388985E+00  1.566537301E+04 
       183  7.302800000E-01  0.000000000E+00  1.035787225E+03  3.674631727E+00  1.531266855E+04 
       184  7.351400000E-01  0.000000000E+00  1.031592858E+03  3.688717530E+00  1.489942828E+04 
       185  7.400000000E-01  0.000000000E+00  1.029908552E+03  3.694388916E+00  1.466619251E+04 
       186  2.457554631E-01  5.826185344E-04  2.052562162E+03  9.288691218E-01  1.845603320E+06 
       187  2.441064690E-01  5.827577946E-04  2.060407736E+03  9.020924866E-01  1.895531510E+06 
       188  2.474044486E-01  5.833730526E-04  2.044389499E+03  9.561748371E-01  1.794456790E+06 
       189  2.424574861E-01  5.835633507E-04  2.067955278E+03  8.757591727E-01  1.944758380E+06 
       190  2.490534099E-01  5.848063883E-04  2.035547435E+03  9.850900200E-01  1.741366421E+06 
       191  2.408085289E-01  5.850319102E-04  2.075254569E+03  8.497068368E-01  1.993335868E+06 
       192  2.507023322E-01  5.869072509E-04  2.026122243E+03  1.015286358E+00  1.684035032E+06 
       193  2.391596120E-01  5.871601781E-04  2.082302916E+03  8.239499625E-01  2.041246128E+06 
       194  2.523512002E-01  5.896781055E-04  2.014663551E+03  1.051126857E+00  1.621685463E+06 
       195  2.375107603E-01  5.900545081E-04  2.089099849E+03  7.984981389E-01  2.088363172E+06 
       196  2.539999985E-01  5.931212381E-04  2.004005847E+03  1.083817842E+00  1.566430562E+06 
       197  2.358619838E-01  5.936348815E-04  2.095635996E+03  7.733968994E-01  2.134550901E+06 
       198  2.342133134E-01  5.980024955E-04  2.101905673E+03  7.486829289E-01  2.179673195E+06 
       199  2.325647542E-01  6.030643839E-04  2.107905206E+03  7.243896167E-01  2.223615702E+06 
       200  2.309163226E-01  6.088181507E-04  2.113634560E+03  7.005398912E-01  2.266288914E+06 
       201  2.292680347E-01  6.152609485E-04  2.119094525E+03  6.771568629E-01  2.307604716E+06 
       202  2.588599985E-01  6.151514555E-04  1.978932660E+03  1.158058457E+00  1.430689042E+06 
       203  2.276199069E-01  6.223894782E-04  2.124287588E+03  6.542595124E-01  2.347501895E+06 
       204  2.259719550E-01  6.301999962E-04  2.129217877E+03  6.318625616E-01  2.385924980E+06 
       205  2.637199985E-01  6.371816729E-04  1.950215208E+03  1.240034964E+00  1.292433926E+06 
       206  2.243242195E-01  6.387702020E-04  2.133890066E+03  6.099805541E-01  2.422834641E+06 
       207  2.226766937E-01  6.480131000E-04  2.138310211E+03  5.886237193E-01  2.458203482E+06 
       208  2.210293934E-01  6.579236791E-04  2.142484652E+03  5.678026124E-01  2.492012514E+06 
       209  2.685799985E-01  6.592118903E-04  1.918577225E+03  1.327103354E+00  1.152830657E+06 
       210  2.193823340E-01  6.684965029E-04  2.146420025E+03  5.475279067E-01  2.524248530E+06 
       211  2.177355310E-01  6.797257147E-04  2.150124478E+03  5.278035176E-01  2.554922264E+06 
       212  2.734399985E-01  6.812421077E-04  1.884986006E+03  1.416608610E+00  1.019016023E+06 
       213  2.160889995E-01  6.916050450E-04  2.153607175E+03  5.086283182E-01  2.584052555E+06 
       214  2.782999986E-01  7.032723251E-04  1.850002802E+03  1.507327147E+00  8.940633216E+05 
       215  2.144427931E-01  7.042113227E-04  2.156875956E+03  4.900085875E-01  2.611650369E+06 
       216  2.127968846E-01  7.174423380E-04  2.159939144E+03  4.719479726E-01  2.637742889E+06 
       217  2.831599986E-01  7.253025425E-04  1.814092947E+03  1.598426784E+00  7.796547395E+05 
       218  2.111513251E-01  7.313613970E-04  2.162806673E+03  4.544401341E-01  2.662375161E+06 
       219  2.095060795E-01  7.458649723E-04  2.165487666E+03  4.374825569E-01  2.685585039E+06 
       220  2.880199986E-01  7.473327599E-04  1.777713656E+03  1.689158976E+00  6.767233845E+05 
       221  2.078611619E-01  7.609485547E-04  2.167986948E+03  4.211003656E-01  2.707365393E+06 
       222  2.928799986E-01  7.693629774E-04  1.741307285E+03  1.778831751E+00  5.855457662E+05 
       223  2.062165869E-01  7.766075538E-04  2.170312707E+03  4.052970104E-01  2.727765305E+06 
       224  2.977399986E-01  7.913931948E-04  1.705281115E+03  1.866825903E+00  5.058466480E+05 
       225  2.045724911E-01  7.930266102E-04  2.172490308E+03  3.899509652E-01  2.747042792E+06 
       226  2.029287747E-01  8.100140313E-04  2.174533164E+03  3.750148853E-01  2.765274577E+06 
       227  3.025999986E-01  8.134234122E-04  1.669989474E+03  1.952613542E+00  4.369380267E+05 
       228  2.012854444E-01  8.275528331E-04  2.176384500E+03  3.609798356E-01  2.781758658E+06 
       229  3.074599986E-01  8.354536296E-04  1.635724964E+03  2.035763667E+00  3.778682035E+05 
       230  1.996425146E-01  8.456375259E-04  2.178032066E+03  3.480314821E-01  2.796867704E+06 
       231  3.123199987E-01  8.574838470E-04  1.602723456E+03  2.115923054E+00  3.275637936E+05 
       232  1.979999998E-01  8.642623754E-04  2.179682205E+03  3.344621306E-01  2.811410142E+06 
       233  3.171799987E-01  8.795140644E-04  1.571179451E+03  2.192778728E+00  2.849450240E+05 
       234  3.220399987E-01  9.015442818E-04  1.541271773E+03  2.265998325E+00  2.490045742E+05 
       235  3.268999987E-01  9.235744993E-04  1.513187305E+03  2.335176436E+00  2.188575500E+05 
       236  1.944615382E-01  9.246608025E-04  2.182824683E+03  3.072359992E-01  2.839521320E+06 
       237  3.317599987E-01  9.456047167E-04  1.487198708E+03  2.399642962E+00  1.937693465E+05 
       238  3.366199987E-01  9.676349341E-04  1.463555927E+03  2.458735672E+00  1.731598528E+05 
       239  1.909230766E-01  9.850592295E-04  2.185344606E+03  2.835729158E-01  2.863153077E+06 
       240  3.414799988E-01  9.896651515E-04  1.442746411E+03  2.511142619E+00  1.565427822E+05 
       241  3.463399988E-01  1.011695369E-03  1.424721613E+03  2.556884028E+00  1.437747603E+05 
       242  3.511999988E-01  1.033725586E-03  1.413091524E+03  2.586564851E+00  1.354918382E+05 
       243  1.873846150E-01  1.045457657E-03  2.187595076E+03  2.607864384E-01  2.883352049E+06 
       244  3.560599988E-01  1.055755804E-03  1.410476473E+03  2.593282070E+00  1.329534164E+05 
       245  3.609199988E-01  1.077786021E-03  1.415346750E+03  2.580859531E+00  1.360152121E+05 
       246  3.657799988E-01  1.099816239E-03  1.428042451E+03  2.548545288E+00  1.446353407E+05 
       247  1.838461534E-01  1.105856084E-03  2.189448252E+03  2.404115481E-01  2.900627617E+06 
       248  3.706399988E-01  1.121846456E-03  1.446503967E+03  2.501775187E+00  1.576629531E+05 
       249  3.754999989E-01  1.143876673E-03  1.461857619E+03  2.463054837E+00  1.698142857E+05 
       250  2.457462216E-01  1.165240790E-03  2.052569868E+03  9.288434921E-01  1.845664456E+06 
       251  2.440952922E-01  1.165520035E-03  2.060424384E+03  9.020354972E-01  1.895653231E+06 
       252  3.803599989E-01  1.165906891E-03  1.467539251E+03  2.448766207E+00  1.753933139E+05 
       253  1.803076918E-01  1.166254511E-03  2.191020098E+03  2.217112442E-01  2.915191160E+06 
       254  2.473971339E-01  1.166749092E-03  2.044388157E+03  9.561796220E-01  1.794457540E+06 
       255  2.424443851E-01  1.167131855E-03  2.067981162E+03  8.756684275E-01  1.944946517E+06 
       256  2.490479977E-01  1.169615021E-03  2.035536168E+03  9.851269238E-01  1.741304851E+06 
       257  2.407935295E-01  1.170069664E-03  2.075289662E+03  8.495808902E-01  1.993591891E+06 
       258  2.506987835E-01  1.173815998E-03  2.026098049E+03  1.015363612E+00  1.683898456E+06 
       259  2.391427545E-01  1.174326869E-03  2.082344173E+03  8.237984643E-01  2.041544972E+06 
       260  2.523494608E-01  1.179356958E-03  2.014624242E+03  1.051249091E+00  1.621461565E+06 
       261  2.374921098E-01  1.180116171E-03  2.089144418E+03  7.983303971E-01  2.088693129E+06 
       262  2.539999985E-01  1.186242476E-03  2.003952095E+03  1.083981358E+00  1.566130997E+06 
       263  2.358416155E-01  1.187277533E-03  2.095684232E+03  7.732104594E-01  2.134916180E+06 
       264  3.852199989E-01  1.187937108E-03  1.465805155E+03  2.453090041E+00  1.741988714E+05 
       265  2.341913334E-01  1.196013340E-03  2.101958233E+03  7.484740997E-01  2.180078303E+06 
       266  2.325412738E-01  1.206137659E-03  2.107961857E+03  7.241581387E-01  2.224058782E+06 
       267  3.900799989E-01  1.209967326E-03  1.459272059E+03  2.469475351E+00  1.688774783E+05 
       268  2.308914693E-01  1.217645695E-03  2.113693983E+03  7.002900822E-01  2.266759097E+06 
       269  1.767692302E-01  1.226652938E-03  2.192335539E+03  2.047710148E-01  2.927494718E+06 
       270  2.588599985E-01  1.230302911E-03  1.978859125E+03  1.158272834E+00  1.430315338E+06 
       271  2.292419524E-01  1.230531749E-03  2.119155825E+03  6.768914994E-01  2.308098672E+06 
       272  3.949399989E-01  1.231997543E-03  1.449073523E+03  2.495144542E+00  1.607623900E+05 
       273  2.275927554E-01  1.244789217E-03  2.124350029E+03  6.539810312E-01  2.348010968E+06 
       274  3.997999989E-01  1.254027760E-03  1.437021431E+03  2.525609564E+00  1.515750162E+05 
       275  2.259439105E-01  1.260410607E-03  2.129280499E+03  6.315746005E-01  2.386443409E+06 
       276  2.637199985E-01  1.274363346E-03  1.950125219E+03  1.240287519E+00  1.292009853E+06 
       277  4.046599990E-01  1.276057978E-03  1.424672803E+03  2.556974185E+00  1.426185332E+05 
       278  2.242954982E-01  1.277551304E-03  2.133952135E+03  6.096860919E-01  2.423355146E+06 
       279  1.732307686E-01  1.287051365E-03  2.193442763E+03  1.893608012E-01  2.937863859E+06 
       280  2.226475055E-01  1.296037318E-03  2.138370936E+03  5.883263198E-01  2.458719200E+06 
       281  4.095199990E-01  1.298088195E-03  1.412959217E+03  2.586872201E+00  1.345478518E+05 
       282  2.209999635E-01  1.315858620E-03  2.142543468E+03  5.675050479E-01  2.492518103E+06 
       283  2.685799985E-01  1.318423781E-03  1.918469142E+03  1.327395838E+00  1.152381123E+06 
       284  4.143799990E-01  1.320118413E-03  1.402213321E+03  2.614431644E+00  1.275055847E+05 
